Metric,Value
WIM,0.25777197100734656
WIM_TB,0.41718249149289555
Noll_Scully,2.1104464663472564
WIM_Z,1.6913676580880672
WIM_TB_Z,2.1113748582149263
NS_Z,1.7607323317362822
Points_Gap_1st_18th,60.0
GWS_Ratio,0.46165030897855325
