Metric,Value
WIM,0.521779741869807
WIM_TB,0.804241448802312
Noll_Scully,2.023220465651625
WIM_Z,1.7554774396977908
WIM_TB_Z,0.9806803409803742
NS_Z,0.41756535931781685
Points_Gap_1st_2nd,1.0
Points_Gap_1st_20th,67.0
Champion_Points,86.0
