Metric,Value
WIM,0.501209706931145
WIM_TB,0.8056990034801856
Noll_Scully,2.2348319140844852
WIM_Z,1.2542279623214712
WIM_TB_Z,0.5717152128917423
NS_Z,0.9366984555608521
Points_Gap_1st_2nd,19.0
Points_Gap_1st_20th,69.0
Champion_Points,100.0
Champion_Goals_For,106.0
Champion_Goals_Against,27.0
Champion_Goal_Ratio,3.925925925925926
