League,WIM,WIM_TB,Noll_Scully,WinPct_SD,HHI
WIM Raw Data - Prem League,0.4389651536805704,0.7507360016320493,2.0310506994982993,0.16473996543062175,0.059281113442322786
WIM Raw Data - Ligue 1,0.3807887881417647,0.6722706018018646,1.8427491793923452,0.15286406827712662,0.05954842753287659
WIM Raw Data - A-League,0.3410769101000422,0.42692846727199796,1.4263320550902294,0.13825032646994118,0.10357696468256786
WIM Raw Data - MLS,0.25031506664270925,0.4564731422252353,1.2118754180371902,0.10671698180317554,0.04359282466282761
WIM Raw Data - NFL,0.2179933907900373,0.43000792112567543,1.5162767101614192,0.18813662556486524,0.035721855289487424
WIM Raw Data - AFL,0.18715118833818176,0.29874285509368376,1.80114602300957,0.1930783052814788,0.06407148162402641
WIM Raw Data - NBA,0.036193818216942425,0.07059278392721322,2.6764956785856358,0.14955488762527266,0.03636848457095137
